,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft
3621,7682,7064,7035,447,Crane Composites,34,Manufacturing Facility,Other,,"Connelly, Bins and Walter",00:46.0,00:52.1,2,5,FALSE,TRUE,6,42,4992,0.1,,6,26250,20000,6,1867,1867,381,950,143010816,224.3589744,28648,16,16,20150.7072,23979.5712,,72929.75,2.93,32.8803694,23525 W. Eames St.,Channahon,IL,60410,41.46156,-88.18404,344517.888,143010.816,201507.072,
3622,7696,7129,7100,568,Merritt Properties 717 E Ordnance Rd Ste 202,,,,2254,"Monahan, Roberts and Harvey",20:07.0,20:12.5,2,5,FALSE,TRUE,6,54,3744,0.14,,6,13608,10333.33333,6,353,353,57,352,7622784,160.2564103,2036,13,13,1935.19872,1935.19872,,2610.1965,1.35,74.13996303,717 E Ordnance Road,Glen Burnie,MD,21061,39.203976,-76.59464,21445.632,7622.784,13822.848,
3623,7697,7143,7114,568,Merritt Properties 7465 Candlewood Rd Ste E-F,,,,2254,"Monahan, Roberts and Harvey",19:05.4,19:07.8,2,5,FALSE,TRUE,5,10,3744,0.14,,5,2190,10400,5,116,44,44,153,14361984,53.41880342,3836,7,5,2352.43008,2352.43008,,7206.8541,2.99,32.64156659,7465 Candlewood Road,Hanover,MD,21076,39.16382,-76.70221,31165.056,14361.984,16803.072,
3624,7699,7296,7292,581,Arch Court Apts,,,,2239,"Harvey, Kozey and Schuster",23:20.7,23:24.0,2,5,FALSE,TRUE,12,918,5077.333333,0.08,,12,718632,16588.23529,12,833,1005,325,845,25757872,423.0800592,3869,53,60,3614.44224,6680.44224,,24665.06638,,27.08463111,,,,,,,63073.096,17892.568,45180.528,
3625,7700,7294,7290,581,Perrysville plaza,,,,2239,"Harvey, Kozey and Schuster",47:00.5,47:05.0,2,5,FALSE,TRUE,11,288,5107.333333,0.08,,11,161568,15250,11,286,512,241,219,21210188,146.2598475,2995,20,31,3315.6496,3534.6496,,11217.3134,3.93,31.51066101,,,,,,,62333.95,20888.33,41445.62,
3626,7701,7300,7296,581,West Park Court Apt,,,,2239,"Harvey, Kozey and Schuster",09:53.5,10:02.8,2,5,FALSE,TRUE,15,864,5107.333333,0.08,,15,1058400,16222.22222,15,2001,2720,2133,743,235898040,188.3561644,26929,38,54,10125.1584,10125.1584,,48756.16,5.15,20.7669316,,,,,,,264105.24,137540.76,126564.48,
3627,7703,7066,7037,662,Santa Teresa Hills Presbyterian Church,,,,2249,Watsica Inc,22:14.9,22:19.2,2,5,FALSE,TRUE,4,252,1875,0.258596473,,4,88704,18571.42857,4,303,319,174,615,10602200,910.3044496,4806,20,21,2906.779517,2906.779517,,10870,3.56,26.7413019,5370 Snell Ave,San Jose,CA,95123,37.256287,-121.8301,16979.2,5738.6,11240.6,
3628,7704,7072,7043,570,Seven Hills Plaza LED Lighting Upgrade,43,Parking Lots,Services,2254,Abbott-Kautzer,34:31.3,34:33.0,2,5,FALSE,TRUE,6,30,4380,0.1,,6,79620,11666.66667,6,91,91,91,520,27808620,69.6347032,6349,6,6,11007.378,12660.828,,34602.92308,2.65,36.58889734,11146-11234 Spring Hill Dr.,Spring Hill,FL,34609,28.461504,-82.539795,137882.4,27808.62,110073.78,
3629,7705,7069,7040,623,First Presbyterian Gym [West Side Hammer],,,,,"Haag, Wilderman and Blick",01:06.9,01:08.5,2,5,FALSE,TRUE,2,2,2000,0.07,,2,978,15000,2,90,90,90,158,5376000,60,2688,2,2,676.2,682.95,,2555.7,3.56,26.72262003,1325 Clay Street,Bethlehem,PA,18018,40.614716,-75.40175,15036,5376,9660,
3630,7707,7068,7039,488,JARRETTSVILLE TRUSS COMPANY,62,Warehouse (Not Refrigerated),Warehouse and storage,,Conn-Nienow,01:05.0,01:06.8,2,5,FALSE,TRUE,1,1,4800,0.08,,1,204,20000,1,30,60,60,40,11520000,10.41666667,2400,1,2,1428.48,1428.48,,1800,1.25,79.36,,,,,,,29376,11520,17856,
3631,7716,7074,7045,347,Residence Inn Marriott - Altamonte,,,,,Upton LLC,04:52.9,04:54.6,2,5,FALSE,TRUE,1,1,4380,0.1011,,1,869,10000,1,38,38,38,150,24966000,11.41552511,5700,1,1,12098.6734,12577.1884,,19161.918,1.5,65.63637521,270 Douglas Ave,Altamonte Springs,FL,32714,28.665077,-81.39037,144636.36,24966,119670.36,
3632,7721,7094,7065,732,Best Liquors,52,Retail,Retail - Mall & Non-Mall,,"Lubowitz, Conn and Will",24:42.2,24:44.6,2,5,FALSE,TRUE,4,20,28105,,,4,5780,20000,4,33,33,27,206.5,3089944,65.85879874,814,5,5,0,0,,1204.511,,0,,,,,,,7007.416,3089.944,3917.472,
3633,7725,7088,7059,211,Taco Bell Paris LED upgrade,,,,2222,Ruecker-Jacobs,02:23.7,02:28.7,2,5,FALSE,TRUE,5,100,5518,0.0585,,5,63100,17200,5,199,199,137,336,18562848,118.6065288,3648,10,10,1433.39391,3372.39391,,6338.565,1.88,53.20437528,,,,,,,39809.108,15306.648,24502.46,
3634,7726,7091,7062,551,Sun Market,10,Convenience Stores,Food Sales,,Osinski LLC,17:42.3,17:43.4,2,5,FALSE,TRUE,4,126,4266,0.13,,4,28944,10142.85714,4,45,45,17,140,2768220,285.2916314,585,6,6,815.087,815.087,,7512.84,,10.84925275,415 Rhode Island Avenue NE,Washington DC,DC,20002,38.91965,-76.99989,9038.12,2768.22,6269.9,
3635,7727,7096,7067,623,Oley SD hallway lighting,,,,,"Haag, Wilderman and Blick",28:45.5,28:47.2,2,5,FALSE,TRUE,2,4,4100,0.08,,2,596,20000,2,83,229,229,29.5,19855000,31.06060606,3638.5,2,5,1314.16,1335.26,,1693.279,1.26,78.85646724,,,,,,,36282,19855,16427,
3636,7727,7751,7747,623,Oley SD hallway lighting,,,,,"Haag, Wilderman and Blick",29:29.4,29:30.5,2,5,FALSE,TRUE,2,4,4100,0.08,,2,596,20000,2,83,83,83,69,15728000,39.54545455,3014,2,2,1644.32,1665.42,,4367.78,2.54,38.1296677,,,,,,,36282,15728,20554,
3637,7728,7112,7083,732,RJ Trucking,,,,,"Lubowitz, Conn and Will",04:22.7,04:28.1,2,5,FALSE,TRUE,3,48,3120,,,3,12192,20000,3,242,242,37,473,4143360,208.3333333,1328,13,13,0,0,,2229.79053,,0,,,,,,,12467.52,4143.36,8324.16,
3638,7730,7111,7082,732,Roadway Inn-GC,32,Lodging (Hotels/Motels),Lodging,,"Lubowitz, Conn and Will",04:06.2,04:11.9,2,5,FALSE,TRUE,2,78,6380,0.086,,2,12428,20000,2,1956,1956,462,912,72806400,273.9155251,17440,23,23,2906.2496,2906.2496,,24469.346,7.49,11.8771037,,,,,,,78516.8,44723.2,33793.6,
3639,7730,7187,7158,732,Roadway Inn-GC,32,Lodging (Hotels/Motels),Lodging,,"Lubowitz, Conn and Will",03:57.7,04:06.0,2,5,FALSE,TRUE,2,78,6380,0.086,,2,12428,20000,2,2532,5196,1184,283.5,65992320,248.9155251,15984,21,48,3710.43904,3710.43904,,5515.432,1.47,67.27377003,,,,,,,78516.8,35372.16,43144.64,
3640,7734,7097,7068,623,"Fromm Reading, LED upgrade",,,,,"Haag, Wilderman and Blick",11:48.1,11:50.6,2,5,FALSE,TRUE,9,1140,4100,0.08,,9,1337391,19600,9,927,926,541,4850,156429520,1572.585925,36678,101,99,4487.37536,4524.28496,,11495.4952,2.47,39.35702535,2101 Centre Ave.,Reading,PA,19605,40.367348,-75.93228,103071.072,46978.88,56092.192,
3641,7734,7102,7073,623,"Fromm Reading, LED upgrade",,,,,"Haag, Wilderman and Blick",25:19.8,25:21.8,2,5,FALSE,TRUE,11,1140,4100,0.08,,11,1634589,19600,11,950,949,564,5190,172999216,1611.047463,40242,103,101,4355.86944,4394.79404,,8702.4608,1.94,50.5005899,2101 Centre Ave.,Reading,PA,19605,40.367348,-75.93228,103071.072,48622.704,54448.368,
3642,7735,7255,7251,581,Total equipment company,,,,2239,"Harvey, Kozey and Schuster",48:43.3,48:53.3,2,5,FALSE,TRUE,13,624,2893.333333,0.09,,13,1586403,13937.5,13,1469,1496,490,1603,81160000,443.75,20290,47,56,14334.12,17685.72,7846,49446.03463,2.93,35.76772159,,,,,,,218372,59104,159268,
3643,7735,7326,7322,581,Total equipment company,,,,2239,"Harvey, Kozey and Schuster",48:33.0,48:43.0,2,5,FALSE,TRUE,13,624,2893.333333,0.09,,13,1586403,13937.5,13,1073,1073,490,1603,81160000,443.75,20290,47,56,6769.44,8336.79,,28655.32213,3.61,29.09333897,,,,,,,95828,20612,75216,
3644,7735,7327,7323,581,Total equipment company,,,,2239,"Harvey, Kozey and Schuster",48:22.4,48:32.7,2,5,FALSE,TRUE,13,624,2893.333333,0.09,,13,1586403,13937.5,13,396,423,490,1603,81160000,443.75,20290,47,56,7564.68,9348.93,,28636.7125,3.15,32.64665942,,,,,,,122544,38492,84052,
3645,7736,7105,7076,663,US Postal Service,47,Post Office,Services,,Leffler-Parisian,24:30.6,24:42.1,2,5,FALSE,TRUE,3,3,3744,0.09,,3,690,13666.66667,3,26,51,51,30,2246400,33.38675214,600,3,6,337.97088,337.97088,,44.13383595,0.13,765.7863242,461 Highway M,Villa Ridge,MO,63089,38.4736,-90.88716,6001.632,2246.4,3755.232,
3646,7737,7106,7077,726,ECR-9601 Amberglen Parking Lot Retrofit Proposal,43,Parking Lots,Services,,Schmidt LLC,50:01.1,50:03.1,2,5,FALSE,TRUE,1,1,4368,0.08,,1,400,10000,1,45,45,45,60,11793600,11.44688645,2700,1,1,5346.432,5346.432,,8369.55,1.54,63.87956342,9601 Amberglen Blvd,Austin,TX,78729,30.472265,-97.775955,78624,11793.6,66830.4,
3647,7738,7107,7078,447,"Absolute Vending Service, Inc.",62,Warehouse (Not Refrigerated),Warehouse and storage,,"Connelly, Bins and Walter",37:35.6,37:39.1,2,5,FALSE,TRUE,5,77,3250,0.1,,5,58575,18571.42857,5,107,107,37,582,6857500,193.8461538,2110,11,11,1971.775,1971.775,1125,601.40058,0.31,327.8638341,70 N. Garden Ave.,Roselle,IL,60172,41.98485,-88.1032,26575.25,6857.5,19717.75,
3648,7740,7108,7079,318,Ferguson Facilities Supply,62,Warehouse (Not Refrigerated),Warehouse and storage,2251,Abernathy Inc,23:47.6,23:50.4,2,5,FALSE,TRUE,5,24,4728,0.08,,5,20640,20000,5,78,78,78,94,8993448,32.50503251,1778,5,5,5559.69216,6726.70416,,13922.71584,2.03,48.31459779,1809 Brittmore Road,Houston,TX,77043,29.80941,-95.57068,94214.4,24718.248,69496.152,
3649,7742,7109,7080,552,Colliers - AEP Exterior Lighting,,,,,"Reynolds, Pfeffer and Gottlieb",23:55.6,24:01.5,2,5,FALSE,TRUE,5,105,4380,0.1,,5,32625,7571.428571,5,420,420,180,405,14848200,239.7260274,3390,21,21,1927.2,1927.2,,20154.2,8.96,9.562274861,,,,,,,28338.6,9066.6,19272,
3650,7743,7113,7084,732,Batavia Body Werx,1,Auto Related,Services,,"Lubowitz, Conn and Will",20:37.0,20:40.9,2,5,FALSE,TRUE,6,96,3360,0.097,,6,82656,18333.33333,6,126,186,86,382,6172020,203.7232174,2533,10,16,1092.5013,1092.5013,,4023.6804,3.51,27.15179118,1125 Paramount Pkwy Ste A,Batavia,IL,60510,41.86286,-88.27239,18838.92,7576.02,11262.9,
3651,7744,7115,7086,732,Eastway Trans Corp,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Lubowitz, Conn and Will",12:23.2,12:27.7,2,5,FALSE,TRUE,4,64,2984,0.161,,4,27264,15250,4,482,482,132,521,32811664,180.0010819,10562,11,11,5232.072384,5232.072384,,13423.37022,2.49,38.97733802,600 Kingsland Dr.,Batavia,IL,60510,41.856686,-88.28584,65309.008,32811.664,32497.344,
3652,7744,7975,7971,732,Eastway Trans Corp,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Lubowitz, Conn and Will",16:28.9,16:30.8,2,5,FALSE,TRUE,1,64,2984,0.161,,1,6816,15250,1,104,104,52,300,24648000,31.64556962,7800,2,2,2222.26368,2222.26368,,16549.95888,6.67,13.42760847,600 Kingsland Dr.,Batavia,IL,60510,41.856686,-88.28584,65309.008,51506.128,13802.88,
3653,7746,7114,7085,623,"UNI Chains MFG, Reading",,,,,"Haag, Wilderman and Blick",08:05.1,08:09.2,2,5,FALSE,TRUE,8,80,4300,0.07,,8,130240,20000,8,270,1146,1146,182.5,116991400,96.84981685,22178,8,34,9579.913,9649.733,3100,8385.4,0.87,115.07779,,,,,,,253847.3,116991.4,136855.9,
3654,7747,7117,7088,568,Semmes Building River Rd Strip,40,Office (General Office Types),Offices (Non-medical),2254,"Monahan, Roberts and Harvey",20:35.9,20:36.9,2,5,FALSE,TRUE,2,2,3744,0.14,,2,98,15000,2,9,9,9,34,599040,26.70940171,160,2,2,34.59456,34.59456,,954,,3.626264151,10220 River Rd,Potomac,MD,20854,39.018158,-77.20974,846.144,599.04,247.104,
3655,7749,7142,7113,416,Northern States Metals,,,,2249,Hermiston Group,04:12.0,04:22.3,2,5,FALSE,TRUE,14,80,4680,0.092,,14,166600,15650,14,763,2611,1611,574.3,112375224,405.982906,24011.8,24,54,14442.79075,21478.71675,,56860.38462,2.57,37.77448376,3207 Innovation Pl,Youngstown,OH,44509,41.124657,-80.705215,259510.68,102523.824,156986.856,
3656,7755,8270,8266,321,America First Credit Union - Heber Lee's Market,,,,,Walter-O'Reilly,03:37.5,03:57.6,2,5,FALSE,TRUE,3,320,3940,0.08,,3,47370,25656.25,3,118,118,36,178,3300500,85.71428571,943,9,9,444.08,444.08,,4898.166667,,9.066249277,892 South Main,Heber City,UT,84032,40.496716,-111.4134,8851.5,3300.5,5551,
3657,7757,8725,8721,321,America First Credit Union - Hyrum Ridley's,,,,,Walter-O'Reilly,11:45.8,11:53.6,2,5,FALSE,TRUE,4,384,3940,0.08,,4,75792,25656.25,4,176,176,73,492,7357000,242.8571429,2102,17,17,582.96,582.96,,6128.5,,9.512278698,780 East Main,Hyrum,UT,84319,41.632866,-111.83378,11872,4585,7287,
3658,7758,8730,8726,321,America First Credit Union - North Ogden 14,,,,,Walter-O'Reilly,20:43.1,20:48.2,2,5,FALSE,TRUE,7,1260,3940,0.08,,7,457380,25171.42857,7,709,709,158,802,14322000,450,4092,33,33,1402.8,1402.8,,10319.5,7.36,13.59368186,2575 North 400 East,Ogden,UT,84414,41.304996,-111.96904,33645.5,16110.5,17535,
3659,7760,8752,8748,321,America First Credit Union - Ogden 12th & Wash (Vasa),,,,,Walter-O'Reilly,24:42.6,24:44.5,2,5,FALSE,TRUE,3,256,3940,0.08,,3,37896,25656.25,3,133,133,92,534,7889000,257.1428571,2254,20,20,412.16,412.16,,4726,,8.721117224,1170 Washington Blvd,Ogden,UT,84404,41.245052,-111.96824,8277.5,3125.5,5152,
3660,7761,7127,7098,559,Twin Oaks - Waypoint North w/ HVAC and Plumbing,56,Schools (Technical/Vocational),Education,,"Crona, Langosh and Dickinson",45:55.8,45:58.1,2,5,TRUE,TRUE,11,5400,4218,0.12,,11,6519150.327,18900,11,18901,43617,2379,6382,151305252,4754.29602,37180,389,944,8544.762774,8544.762774,,169805.6996,,5.032082429,823 SW Greenville Hills Road,Greenville,FL,32331,30.453236,-83.61913,134055.2884,62848.932,71206.35645,
3661,7763,8753,8749,321,America First Credit Union - Providence Macey's,,,,,Walter-O'Reilly,34:35.6,34:36.7,2,5,FALSE,TRUE,5,594,3940,0.08,,5,144630,25484.84848,5,201,201,66,605,6580000,254.2857143,1880,23,23,378.56,378.56,,5445.5,,6.95179506,50 North Hwy 165,Providence,UT,84332,41.70895,-111.831635,8540,3808,4732,
3662,7764,8275,8271,321,America First Credit Union - Riverdale Walmart,,,,,Walter-O'Reilly,29:45.8,29:54.2,2,5,FALSE,TRUE,4,192,3940,0.08,,4,37896,25656.25,4,72,72,37,356,3486000,171.4285714,996,14,14,218.12,218.12,,3173.416667,,6.873348914,4848 South 900 West,Riverdale,UT,84405,41.175777,-111.99936,4826.5,2100,2726.5,
3663,7765,8276,8272,321,America First Credit Union - Roy Kent's Marketplace,,,,,Walter-O'Reilly,38:11.5,38:19.0,2,5,FALSE,TRUE,5,264,3940,0.08,,5,64280,25484.84848,5,124,124,54,446,5607000,197.1428571,1602,16,16,322.56,322.56,,4282.333333,,7.532342181,3535 West 5600 South,Roy,UT,84067,41.161514,-112.065,7371,3339,4032,
3664,7768,8754,8750,321,America First Credit Union - Smithfield Lee's Market,,,,,Walter-O'Reilly,44:35.9,44:36.7,2,5,FALSE,TRUE,2,320,3940,0.08,,2,31580,25656.25,2,113,113,92,737,11060000,300,3160,21,21,252.56,252.56,,3973.833333,,6.35557606,850 South Main Street,Smithfield,UT,84335,41.81928,-111.831764,6279,3122,3157,
3665,7770,8279,8275,321,America First Credit Union - Tooele Macey's,,,,,Walter-O'Reilly,16:57.9,17:10.4,2,5,FALSE,TRUE,3,256,3940,0.08,,3,37896,25656.25,3,100,100,55,222,4403000,114.2857143,1258,8,8,90.16,90.16,,6048.516667,,1.490613401,972 North Main St,Tooele,UT,84074,40.549397,-112.29629,4935,3808,1127,
3666,7771,7133,7104,447,Sunrise Sr. Living Center,39,Nursing Homes,Health care - Outpatient,,"Connelly, Bins and Walter",19:44.4,19:46.4,2,5,FALSE,TRUE,2,12,4380,0.1,,2,1512,10500,2,72,72,45,78,3074760,45.66210046,702,4,4,204.984,204.984,,5670.54,,3.61489382,790 N Plum Grove Rd.,Schaumburg,IL,60173,42.042427,-88.06098,4099.68,2049.84,2049.84,
3667,7773,7144,7115,318,TierPoint Tulsa,65,Other,Other,2251,Abernathy Inc,57:48.0,57:56.9,2,5,FALSE,TRUE,11,44,6378,0.08,,11,68288,20000,11,487,487,487,419,101085276,64.97936292,11801,11,11,22961.35008,31359.89508,,32221.49484,1.03,97.32600935,322 E. Archer,Tulsa,OK,74120,36.15873,-95.98859,389678.952,102662.076,287016.876,
3668,7777,7199,7170,732,Candle wood suites liberty villa,,,,,"Lubowitz, Conn and Will",42:37.8,42:38.8,2,5,FALSE,TRUE,12,180,5596.666667,,,12,218880,14800,12,1831,1828,1270,417.5,152060460,81.62100457,17706,14,13,0,0,,9456.972,,0,,,,,,,353737.56,187258.14,166479.42,
3669,7783,7148,7119,416,Brumall Manufacturing,,,,2249,Hermiston Group,37:05.4,37:07.2,2,5,FALSE,TRUE,5,6,5720,0.16,,5,5765,16666.66667,5,199,264,264,253,40451840,99.65034965,7072,8,13,23499.5904,26859.5504,,28572.89,1.06,94.00361811,,,,,,,186981.08,40108.64,146872.44,
3670,7784,7149,7120,552,Arbutus Club,,,,,"Reynolds, Pfeffer and Gottlieb",19:17.0,19:18.3,2,5,FALSE,TRUE,2,2,4380,0.1,,2,640,20000,2,68,18,18,433.62,17093300.4,22.83105023,3902.58,68,18,869.61396,1054.30396,,15639,,6.741504956,,,,,,,25789.44,17093.3004,8696.1396,
3671,7784,7233,7204,552,Arbutus Club,,,,,"Reynolds, Pfeffer and Gottlieb",28:22.9,28:25.1,2,5,FALSE,TRUE,2,2,4380,0.1,,2,640,20000,2,68,18,18,400,15768000,22.83105023,3600,68,18,1002.144,1186.834,,25269,,4.696798449,,,,,,,25789.44,15768,10021.44,
3672,7784,7347,7343,552,Arbutus Club,,,,,"Reynolds, Pfeffer and Gottlieb",17:39.0,17:40.8,2,5,FALSE,TRUE,2,2,4380,0.1,,2,640,20000,2,68,24,24,490,25754400,22.83105023,5880,68,24,3.504,188.194,,41517,,0.453293831,,,,,,,25789.44,25754.4,35.04,
3673,7786,7164,7135,447,Belle Salle Banquets,11,Convention Center,Services,,"Connelly, Bins and Walter",12:19.1,12:23.1,2,5,FALSE,TRUE,3,108,4380,0.1,,3,60912,17500,3,345,345,144,766,30572928,267.8257815,8648,13,13,2633.4336,2633.4336,,2451.1375,0.93,107.4372042,1920 E. New York St.,Aurora,IL,60502,41.760586,-88.2698,44554.56,18220.224,26334.336,
3674,7787,7151,7122,628,Alliance Strata,,,,,Donnelly-Bechtelar,19:15.7,19:16.9,2,5,FALSE,TRUE,2,4,6570,0.121,,2,792,10000,2,32,32,32,70,7927800,17.12328767,1130,2,2,1782.85272,1782.85272,900,5617.7875,0,31.73585188,,,,,,,22662.12,7927.8,14734.32,
3675,7788,7184,7155,732,Hempfield HS,,,,,"Lubowitz, Conn and Will",50:08.7,50:11.5,2,5,FALSE,TRUE,4,24,2610,0.13,,4,13752,12750,4,183,159,159,138.5,12646530,70.51282051,5404.5,8,6,6615.2853,6615.2853,,7882.8255,1.18,83.92023013,,,,,,,63533.34,12646.53,50886.81,
3676,7788,7691,7687,732,Hempfield HS,,,,,"Lubowitz, Conn and Will",50:06.5,50:08.6,2,5,FALSE,TRUE,4,24,2610,0.13,,4,13752,12750,4,43,43,159,138.5,12646530,70.51282051,5404.5,8,6,2995.4574,2995.4574,,3598.5195,1.19,83.24138302,,,,,,,27670.5,4628.52,23041.98,
3677,7788,7692,7688,732,Hempfield HS,,,,,"Lubowitz, Conn and Will",50:03.4,50:06.4,2,5,FALSE,TRUE,4,24,2610,0.13,,4,13752,12750,4,60,15,138,223.5,12435930,70.51282051,5314.5,7,4,2965.95,2965.95,,2699.85,0.91,109.8561031,,,,,,,28080,5265,22815,
3678,7788,7693,7689,732,Hempfield HS,,,,,"Lubowitz, Conn and Will",17:32.6,17:33.5,2,5,FALSE,TRUE,4,24,2610,0.13,,4,13752,12750,4,80,10,89,210,10597860,81.1965812,4529,86,14,947.583,947.583,,6506.16,6.21,14.56439743,,,,,,,7782.84,493.74,7289.1,
3679,7788,7735,7731,732,Hempfield HS,,,,,"Lubowitz, Conn and Will",49:58.1,50:00.7,2,5,FALSE,TRUE,4,24,2610,0.13,,4,13752,12750,4,60,15,138,223.5,12435930,70.51282051,5314.5,7,4,2965.95,2965.95,,2699.85,0.91,109.8561031,,,,,,,28080,5265,22815,
3680,7788,7736,7732,732,Hempfield HS,,,,,"Lubowitz, Conn and Will",49:54.9,49:58.0,2,5,FALSE,TRUE,4,24,2610,0.13,,4,13752,12750,4,43,43,159,138.5,12646530,70.51282051,5404.5,8,6,2995.4574,2995.4574,,3598.5195,1.19,83.24138302,,,,,,,27670.5,4628.52,23041.98,
3681,7789,7185,7156,732,Legacy,1,Auto Related,Services,,"Lubowitz, Conn and Will",02:04.9,02:13.9,2,5,FALSE,TRUE,10,702,3250,,,10,1119960,14769.23077,10,729,729,126,2203,41716272,497.6794039,12008,32,32,0,0,,12894.796,,0,,,,,,,71183.892,38951.692,32232.2,
3682,7814,7155,7126,372,Advanced Metal Fabricating,34,Manufacturing Facility,Other,2239,Kub Group,51:09.7,51:13.6,2,5,FALSE,TRUE,3,12,4700,0.0957,,3,6516,16666.66667,3,64,64,64,274,27701536,59.83398322,8616,3,3,9290.889802,9290.889802,,19643.75152,2.07,47.29692183,12958 Christopher Drive,Lowell,MI,49331,42.945557,-85.34707,124785.024,27701.536,97083.488,
3683,7814,7524,7520,372,Advanced Metal Fabricating,34,Manufacturing Facility,Other,2239,Kub Group,12:38.1,12:40.4,2,5,FALSE,TRUE,3,12,4700,0.0957,,3,6516,16666.66667,3,64,64,64,175,49795200,28.61721612,5700,3,3,7176.526157,7176.526157,,18793.1978,2.54,38.1868282,12958 Christopher Drive,Lowell,MI,49331,42.945557,-85.34707,124785.024,49795.2,74989.824,
3684,7814,7567,7563,372,Advanced Metal Fabricating,34,Manufacturing Facility,Other,2239,Kub Group,37:00.0,37:03.4,2,5,FALSE,TRUE,3,12,4700,0.0957,,3,6516,16666.66667,3,64,64,64,175,49795200,28.61721612,5700,3,3,7176.526157,7176.526157,,18793.1978,2.54,38.1868282,12958 Christopher Drive,Lowell,MI,49331,42.945557,-85.34707,124785.024,49795.2,74989.824,
3685,7814,7568,7564,372,Advanced Metal Fabricating,34,Manufacturing Facility,Other,2239,Kub Group,48:31.8,48:33.0,2,5,FALSE,TRUE,3,12,4700,0.0957,,3,6516,16666.66667,3,64,64,64,300,77750400,34.34065934,8900,3,3,4501.213517,4501.213517,,18665.41682,3.91,24.11525851,12958 Christopher Drive,Lowell,MI,49331,42.945557,-85.34707,124785.024,77750.4,47034.624,
3686,7814,7694,7690,372,Advanced Metal Fabricating,34,Manufacturing Facility,Other,2239,Kub Group,06:22.3,06:26.5,2,5,FALSE,TRUE,3,12,4700,0.0957,,3,6516,16666.66667,3,64,64,64,175,49795200,28.61721612,5700,3,3,7176.526157,7176.526157,17500,17462.914,2.36,41.09581114,12958 Christopher Drive,Lowell,MI,49331,42.945557,-85.34707,124785.024,49795.2,74989.824,
3687,7815,7507,7503,581,Steel Factory,34,Manufacturing Facility,Other,2239,"Harvey, Kozey and Schuster",00:07.8,00:12.6,2,5,FALSE,TRUE,9,216,3500,0.1,,9,350082,8833.333333,9,1331,3234,629,1126,32896500,585.7142857,9399,47,89,4911.55,4911.55,,17776.37143,3.45,27.62965445,400 Island Ave.,McKees Rocks,PA,15136,40.469357,-80.05988,74851,25735.5,49115.5,
3688,7820,7177,7148,732,Kys,,,,,"Lubowitz, Conn and Will",07:09.8,07:11.4,2,5,FALSE,TRUE,1,1,2340,0.1031,,1,89,20000,1,52,52,52,39,4745520,21.36752137,2028,1,1,627.2604,627.2604,,2349.698,3.56,26.69536255,,,,,,,10829.52,4745.52,6084,
3689,7825,7157,7128,15,Bud Brown VW - Service Main,1,Auto Related,Services,,"Anderson, Shields and Hyatt",29:52.8,29:53.9,2,5,FALSE,TRUE,3,3,6734,0.14,,3,2514,20000,3,43,48,48,210,27474720,37.12503713,4080,36,34,7266.79408,7266.79408,,19503,2.6,37.25987838,925 N Rawhide,Olathe,KS,66061,38.89375,-94.78944,79380.392,27474.72,51905.672,
3690,7827,7158,7129,15,Bud Brown VW - Parts Upper,1,Auto Related,Services,,"Anderson, Shields and Hyatt",49:36.8,49:40.0,2,5,FALSE,TRUE,1,12,5369,0.4,,1,3352,20000,1,24,24,24,60,5765760,24.97502498,1440,1,1,7572.3648,7572.3648,,8935,1.17,84.74946614,925 N Rawhide,Olathe,KS,66061,38.89375,-94.78944,24696.672,5765.76,18930.912,
3691,7828,7159,7130,15,Bud Brown VW - Parts Lower,1,Auto Related,Services,,"Anderson, Shields and Hyatt",49:33.3,49:36.6,2,5,FALSE,TRUE,1,3,4004,0.14,,1,838,20000,1,50,100,50,86,8608600,24.97502498,2150,2,4,2396.394,2396.394,,4459.375,1.83,53.73833777,925 N Rawhide,Olathe,KS,66061,38.89375,-94.78944,28320.292,11203.192,17117.1,
3692,7829,7160,7131,568,Brightseat 6th Floor,40,Office (General Office Types),Offices (Non-medical),2254,"Monahan, Roberts and Harvey",15:05.1,15:06.7,2,5,FALSE,TRUE,2,2,3766,0.14,,2,298,20000,2,81,81,81,70,10959060,26.55337228,2910,2,2,1762.03608,1762.03608,,5838.3,3.18,30.18063614,1802 Brightseat Rd,Hyattsville,MD,20785,38.914997,-76.854294,23545.032,10959.06,12585.972,
