,ZipCode,Address,BldgClass,LandUse,OwnerName,LotArea,BldgArea,ComArea,OfficeArea,RetailArea,GarageArea,StrgeArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,BuiltFAR,CommFAR,XCoord,YCoord
82318,11415.0,82-17 LEFFERTS BOULEVARD,M1,8.0,KEW GARDENS SYNAGOGUE,11330,11000,11000,0,0,0,0,2.0,0,0,1947,0.97,0.0,1031050.0,196934.0
82319,11415.0,82-09 LEFFERTS BOULEVARD,M3,8.0,KEW GARDENS SYNAGOGUE,7808,1750,1750,0,0,0,0,2.0,0,0,1900,0.22,0.0,1031078.0,196993.0
82321,11415.0,84-12 BEVERLY ROAD,G1,10.0,KEW GARDENS SYNAGOGUE,5000,1050,1050,0,0,1050,0,1.0,0,1,1931,0.21,0.0,1031182.0,197007.0
82341,11415.0,84-15 ABINGDON ROAD,M3,8.0,KEW GARDENS SYNAGAGUE,6000,1776,1776,0,0,0,0,2.75,0,0,1942,0.3,0.0,1031152.0,196913.0
82347,11415.0,81-40 LEFFERTS BOULEVARD,C7,4.0,LEFFERTS LLC,18600,41994,8844,0,8844,0,0,4.0,34,45,1924,2.26,0.0,1031089.0,197372.0
82348,11415.0,81-64 LEFFERTS BOULEVARD,K1,5.0,"LEFFERTS,",4794,4576,4576,0,4576,0,0,1.0,0,3,1924,0.95,0.0,1031050.0,197249.0
82349,11415.0,81-72 LEFFERTS BOULEVARD,S9,4.0,81-72 LEFFERTS BOULEV,2562,5400,2700,0,2700,0,0,2.0,6,8,1924,2.11,0.0,1031028.0,197203.0
82352,11415.0,81-69 LEFFERTS BOULEVARD,S0,4.0,"BOUTIS, MARIA",4446,4515,1155,0,1155,0,0,3.0,1,3,1930,1.02,0.0,1031167.0,197150.0
82353,11415.0,81-67 LEFFERTS BOULEVARD,S1,4.0,"BOUTIS, MARIA",2036,2660,665,665,0,0,0,3.0,1,2,1930,1.31,0.0,1031180.0,197175.0
82354,11415.0,81-65 LEFFERTS BOULEVARD,C7,4.0,"BOUTIS, MARIA",14200,21000,6000,0,6000,0,0,3.0,7,16,1930,1.48,0.0,1031212.0,197251.0
82363,11415.0,84-15 BEVERLY ROAD,W9,8.0,B BEVERLY MANAGEMENT,5500,10684,10684,0,0,0,0,3.0,0,1,2012,1.94,0.0,1031257.0,197148.0
82365,11375.0,76-10 AUSTIN STREET,Q2,9.0,PARKS AND RECREATION,52200,400,400,0,0,0,0,1.0,0,0,1950,0.01,0.0,1029476.0,200001.0
82471,11415.0,82-45 GRENFELL STREET,N9,8.0,CHESY REALTY LLC,21287,45300,45300,0,0,0,0,4.0,0,1,1928,2.13,0.0,1031111.0,197689.0
82503,11415.0,82-60 AUSTIN STREET,S9,4.0,ROVER REALTY LLC,2193,2800,1300,0,1300,0,0,2.0,2,4,1929,1.28,0.0,1031302.0,197844.0
82504,11415.0,82-62 AUSTIN STREET,S2,4.0,BLOOMSBURY PROPERTIES,1440,2520,1260,0,1260,0,0,2.0,2,3,1925,1.75,0.0,1031317.0,197827.0
82505,11415.0,82-64 AUSTIN STREET,S9,4.0,ROVER REALTY LLC,1440,2520,1260,0,1260,0,0,2.0,2,4,1931,1.75,0.0,1031329.0,197813.0
82506,11415.0,82-66 AUSTIN STREET,S1,4.0,BLOOMSBURY PROPERTIES,1440,2520,1260,0,1260,0,0,2.0,1,2,1925,1.75,0.0,1031341.0,197799.0
82507,11415.0,82-68 AUSTIN STREET,S2,4.0,FLEET STREET PROPERTI,1440,2520,1260,0,1260,0,0,2.0,2,3,1925,1.75,0.0,1031353.0,197786.0
82508,11415.0,82-70 AUSTIN STREET,S2,4.0,HANOVER PROPERTIES,1440,2520,1260,0,1260,0,0,2.0,2,3,1925,1.75,0.0,1031364.0,197773.0
82509,11415.0,82-72 AUSTIN STREET,S1,4.0,FLEET STREET PROPERTI,1440,2520,1260,0,1260,0,0,2.0,1,2,1925,1.75,0.0,1031376.0,197760.0
82510,11415.0,82-74 AUSTIN STREET,S9,4.0,HANOVER PROPERTIES,1793,3080,1540,0,1540,0,0,2.0,2,6,1925,1.72,0.0,1031389.0,197744.0
82511,11415.0,81-28 LEFFERTS BOULEVARD,K1,5.0,BICU'S PLAYGROUND LLC,2051,2020,2020,0,1010,0,1010,1.0,0,1,1931,0.98,0.0,1031233.0,197615.0
82519,11415.0,81-45 LEFFERTS BOULEVARD,S2,4.0,TEM MANAGEMENT CP,1590,3540,1168,0,1168,0,0,3.0,2,3,1919,2.23,0.0,1031241.0,197386.0
82520,11415.0,81-39 LEFFERTS BOULEVARD,S3,4.0,81-39 LEFFERTS BLVD.,1672,3360,1120,0,1120,0,0,3.0,3,4,1931,2.01,0.0,1031248.0,197406.0
82521,11415.0,81-37 LEFFERTS BOULEVARD,S9,4.0,"ARIF, MUHAMMED",1683,3360,1680,560,1120,0,0,3.0,2,4,1931,2.0,0.0,1031254.0,197426.0
82522,11415.0,81-35 LEFFERTS BOULEVARD,K7,5.0,CHASE MANHATTAN BANK,3400,5424,5424,0,3000,0,2424,1.0,0,1,1930,1.6,0.0,1031264.0,197458.0
82523,11415.0,81-25 LEFFERTS BOULEVARD,K1,5.0,L B REALTY CO,6646,5525,5525,0,5525,0,0,1.0,0,2,1930,0.83,0.0,1031297.0,197504.0
82525,11415.0,83-06 AUSTIN STREET,K1,5.0,AUSTIN LEFFERTS ASSOC,14700,13125,13125,0,13125,0,0,1.0,0,4,1935,0.89,0.0,1031484.0,197626.0
82526,11415.0,83-30 AUSTIN STREET,Z3,8.0,TULIP MANAGEMENT LLC,8400,10361,10361,0,0,0,0,1.0,0,1,1965,1.23,0.0,1031576.0,197519.0
82534,11415.0,84-03 CUTHBERT ROAD,D3,3.0,"FANT ORGANIZATION,",3925,16729,3652,3652,0,0,0,7.0,17,22,2006,4.26,0.0,1031315.0,197404.0
82600,11375.0,111-50 70 AVENUE,RM,4.0,,22890,115195,19375,0,19375,0,0,6.0,43,44,1976,5.03,0.0,1029547.0,200772.0
82601,11375.0,111-32 76 AVENUE,D1,3.0,"111-32 76TH AVENUE, L",22000,75455,1023,1023,0,0,0,6.0,73,74,1938,3.43,0.0,1029631.0,200503.0
82602,11375.0,113-30 QUEENS BOULEVARD,K1,5.0,AJ RICHARD & SONS INC,27000,19475,19475,0,19475,0,0,1.0,0,8,1938,0.72,0.0,1029774.0,200592.0
82622,11375.0,111-04 76 DRIVE,S1,4.0,M & K MANAGEMENT LLC,5000,3800,1486,1486,0,0,0,2.5,1,2,1935,0.76,0.0,1029772.0,199861.0
82634,11375.0,111-55 77 AVENUE,D7,4.0,111-55 77TH REALTRY,20000,57518,4500,0,4500,0,0,6.0,67,71,1941,2.88,0.0,1030194.0,200142.0
82643,11375.0,111-03 77 AVENUE,S1,4.0,MAKAMI IV REALTY LLC,7417,4465,1610,1610,0,0,0,2.5,1,2,1935,0.6,0.0,1029842.0,199790.0
82644,11375.0,111-56 76 DRIVE,RM,4.0,111-56 76 DR CONDOMIN,10000,40716,9205,0,9205,0,0,6.0,39,50,1939,4.07,0.0,1030160.0,200249.0
82673,11375.0,111-01 78 AVENUE,S1,4.0,"SHAH, DEVANG  A",4863,2676,892,892,0,0,0,2.0,1,2,1910,0.55,0.0,1030178.0,199410.0
82674,11375.0,119-15 UNION TURNPIKE,W3,8.0,KEW-FOREST SCHOOL INC,60000,34920,34920,0,0,0,0,2.0,0,0,1918,0.58,0.0,1030436.0,199357.0
82675,11375.0,116-02 QUEENS BOULEVARD,K2,5.0,11602 QUEENS BOULEVAR,36000,40600,40600,16600,24000,0,0,2.0,0,21,1949,1.13,3.4,1030405.0,199986.0
82676,11375.0,116-34 QUEENS BOULEVARD,K1,5.0,CANARY ASSOCIATES LLC,7200,6000,6000,0,6000,0,0,1.0,0,1,1940,0.83,3.4,1030532.0,199858.0
82677,11375.0,117-12 QUEENS BOULEVARD,S2,4.0,"YORKSHIRE REALTY,",2400,2560,1280,0,1280,0,0,2.0,2,3,1928,1.07,3.4,1030561.0,199830.0
82678,11375.0,117-14 QUEENS BOULEVARD,K2,5.0,"YORKSHIRE REALTY,",2400,2560,2560,1280,1280,0,0,2.0,0,2,1940,1.07,3.4,1030575.0,199816.0
82679,11375.0,117-16 QUEENS BOULEVARD,K2,5.0,"YORKSHIRE REALTY,",7200,7680,7680,3000,4080,600,0,2.0,0,7,1934,1.07,3.4,1030603.0,199787.0
82688,11375.0,118-10 QUEENS BOULEVARD,K1,5.0,"HANGARTER, KATHRYN M",15000,14500,14500,0,14500,0,0,1.0,0,3,1920,0.97,3.4,1030689.0,199680.0
82689,11375.0,118-12 QUEENS BOULEVARD,S3,4.0,HONEY HILL CORP,2425,3834,1608,0,1608,0,0,3.0,3,4,1931,1.58,3.4,1030753.0,199653.0
82690,11375.0,118-14 QUEENS BOULEVARD,K4,4.0,"118 QUEENS REALTY, LL",2400,4824,3216,1608,1608,0,0,3.0,2,5,1931,2.01,3.4,1030770.0,199637.0
82691,11375.0,118-16 QUEENS BOULEVARD,K4,4.0,"118-16-18 C&D, LLC",1800,3852,3852,2412,1440,0,0,3.0,0,3,1931,2.14,3.4,1030783.0,199623.0
82692,11375.0,118-18 QUEENS BOULEVARD,K4,4.0,"118-16-18 C&D, LLC",1800,3852,2646,1206,1440,0,0,3.0,1,3,1931,2.14,3.4,1030794.0,199612.0
82693,11375.0,118-20 QUEENS BOULEVARD,K4,4.0,"A.M. QUEENS, LLC",1800,3618,2412,1206,1206,0,0,3.0,1,3,1931,2.01,3.4,1030807.0,199600.0
82695,11375.0,119-45 UNION TURNPIKE,RM,4.0,BOULEVARD TOWERS COND,19425,89253,37877,0,37877,0,0,5.0,59,62,1971,4.59,3.4,1030847.0,199572.0
82696,11415.0,119-03 AUSTIN STREET,S1,4.0,"LILIAV, ZOYA",10672,6390,2253,1227,0,0,0,2.75,1,2,1920,0.6,0.0,1030666.0,198918.0
82701,11415.0,80-02 QUEENS BOULEVARD,O6,5.0,80-02 FEE OWNER LLC,67200,514975,514975,303000,35000,114632,0,12.0,0,58,1989,7.66,3.4,1031028.0,199305.0
82719,11415.0,119-42 80 ROAD,S1,4.0,"MELLI STRYCZEK, DONNA",5000,3368,400,400,0,0,0,2.5,1,2,1920,0.67,0.0,1031053.0,199019.0
82724,11415.0,80-46 KEW GARDENS ROAD,O2,5.0,A AND A WORLD REALTY,5200,8926,8926,6720,0,2206,0,3.0,0,2,1993,1.72,3.4,1031329.0,199125.0
82792,11415.0,82-38 KEW GARDENS ROAD,S1,4.0,"BSLTA, LLC",3072,2341,500,500,0,0,0,2.5,1,2,1910,0.76,0.0,1031674.0,198484.0
82793,11415.0,82-42 KEW GARDENS ROAD,S1,4.0,PETER HERZ,3579,3541,1263,0,0,0,0,2.5,1,2,1925,0.99,0.0,1031701.0,198449.0
82813,11415.0,80-10 LEFFERTS BOULEVARD,M1,8.0,1ST CH KEW GARDENS,15406,8125,5575,0,0,0,0,1.0,1,1,1930,0.53,0.0,1031875.0,198253.0
82821,11415.0,80-15 LEFFERTS BOULEVARD,O7,5.0,C.D.I. LEFFERTS BOULE,5998,7792,7792,7792,0,0,0,2.0,0,1,2005,1.3,0.0,1031950.0,198014.0
82822,11415.0,83-34 KEW GARDENS ROAD,W1,8.0,C.D.I DEVELOPMENT INC,20000,36000,36000,0,0,0,0,2.0,0,1,1951,1.8,0.0,1032019.0,198050.0
82823,11415.0,83-09 TALBOT STREET,RM,4.0,TALBOT GARDENS CONDOM,45898,105191,699,699,0,0,0,5.0,83,84,1923,2.29,0.0,1031859.0,197915.0
82824,11415.0,80-57 LEFFERTS BOULEVARD,C7,4.0,LEFFERTS AUSTIN RLTYC,10000,18750,9000,4500,4500,0,0,4.0,10,20,1930,1.88,0.0,1031581.0,197748.0
82850,11415.0,83-30 KEW GARDENS ROAD,D6,4.0,83-30 KEW GARDENS OWN,24027,89721,9721,9721,0,0,0,7.0,52,56,1931,3.73,0.0,1032135.0,197808.0
82857,11415.0,120-10 QUEENS BOULEVARD,C7,4.0,TRIANGLE ASSOCIATES,23000,103459,20682,2182,18500,0,0,5.0,32,43,1923,4.5,3.4,1031437.0,199239.0
82858,11415.0,120-32 QUEENS BOULEVARD,K7,5.0,THE GREENPOINT SAVING,8100,10200,10200,0,10200,0,0,3.0,0,1,1962,1.26,3.4,1031579.0,199090.0
82859,11415.0,120-34 QUEENS BOULEVARD,O5,5.0,120-34/70 QB LLC,8700,29134,29134,22134,7000,0,0,4.0,0,14,1939,3.35,3.4,1031595.0,199159.0
82860,11415.0,120-46 QUEENS BOULEVARD,O5,5.0,120-34/70 QB LLC,18300,57000,57000,42600,14400,0,0,4.0,0,2,1992,3.11,3.4,1031706.0,199089.0
82864,11415.0,123-25 82 AVENUE,RM,4.0,OWNER / AGENT,19854,25491,15492,0,15492,0,0,7.0,108,117,1951,1.28,3.4,1031848.0,199002.0
82867,11415.0,123-20 82 AVENUE,D7,4.0,"KEANE ASSOCIATES, L.P",5000,12905,1305,1305,0,0,0,4.0,16,18,1996,2.58,3.4,1031878.0,198824.0
82868,11415.0,124-22 QUEENS BOULEVARD,K2,5.0,LUCIANO LLC,7700,9790,9790,4800,4990,0,0,2.0,0,5,1948,1.27,3.4,1032062.0,198894.0
82869,11415.0,124-30 QUEENS BOULEVARD,D4,3.0,G MADISON LLC,43200,150507,7000,0,7000,0,0,6.0,129,134,1948,3.48,3.4,1032022.0,198784.0
82873,11415.0,123-01 82 ROAD,S2,4.0,MOHABIR JASON,2500,3400,1000,1000,0,0,0,3.0,2,3,1975,1.36,0.0,1031764.0,198620.0
82876,11415.0,124-18 QUEENS BOULEVARD,RM,4.0,,13785,113179,14394,4922,9472,0,0,20.0,38,41,2012,8.21,3.4,1032022.0,198932.0
82877,11415.0,82-37 KEW GARDENS ROAD,W1,8.0,N Y C EDUCATIONAL CON,77300,40997,40997,0,0,0,0,3.0,0,1,1924,0.53,3.4,1032017.0,198548.0
82878,11415.0,125-10 QUEENS BOULEVARD,RM,4.0,TOWERS OWNERS CORP.,52776,610764,191236,61709,14252,115275,0,27.0,375,422,1960,11.57,3.4,1032317.0,198693.0
82879,11415.0,123-33 83 AVENUE,D3,3.0,NYC EDUCATION CONST F,77276,280588,41474,0,0,41474,0,32.0,249,249,1974,3.63,3.4,,
82882,11385.0,53-36 METROPOLITAN AVENUE,S2,4.0,HILLDAR LLC,1525,2500,1250,0,1250,0,0,2.0,2,3,1901,1.64,0.0,1008685.0,199068.0
82883,11385.0,53-38 METROPOLITAN AVENUE,S2,4.0,HILLDAR LLC,1700,3100,1550,0,1550,0,0,2.0,2,3,1901,1.82,0.0,1008709.0,199063.0
82910,11385.0,3-33 GRANDVIEW AVENUE,F9,6.0,BAPASHI LLC,1696,2400,2400,1200,0,0,0,2.0,0,1,1931,1.42,0.0,1008707.0,198975.0
82911,11385.0,3-31 GRANDVIEW AVENUE,F9,6.0,BAPASHI LLC,1515,2115,2115,0,0,0,0,2.0,0,1,1931,1.4,0.0,1008685.0,198987.0
82914,11385.0,53-24 METROPOLITAN AVENUE,RM,4.0,GRANDVIEW CONDO,8848,13529,3143,1902,0,1241,0,3.0,12,14,1987,1.53,0.0,1008632.0,199060.0
82945,11385.0,21-27 HIMROD STREET,W1,8.0,DCAS/DEPARTMENT OF ED,261250,528000,528000,0,0,0,0,3.0,0,0,1931,2.02,0.0,1009400.0,198634.0
82956,11385.0,55-20 METROPOLITAN AVENUE,W1,8.0,NEW YORK CITY SCHOOL,43950,102450,102450,0,0,0,0,5.0,0,1,2013,2.33,0.0,1009700.0,198946.0
82957,11385.0,55-48 METROPOLITAN AVENUE,S2,4.0,METRO & HIMROD LLC,1590,3222,1611,0,1611,0,0,2.0,2,3,1921,2.03,0.0,1009954.0,198967.0
82961,11385.0,55-42 METROPOLITAN AVENUE,S2,4.0,PALIOURAS BASIL,2042,2520,1260,0,1260,0,0,2.0,2,3,1930,1.23,0.0,1009913.0,198963.0
82968,11385.0,55-50 METROPOLITAN AVENUE,S2,4.0,METRO & HIMROD LLC,1590,3180,1590,0,1590,0,0,2.0,2,3,1921,2.0,0.0,1009982.0,198985.0
82970,11385.0,55-44 METROPOLITAN AVENUE,S2,4.0,MODI RAJENDRA K,2042,3122,947,0,0,0,0,2.0,2,3,1930,1.53,0.0,1009933.0,198961.0
82987,11385.0,56-02 METROPOLITAN AVENUE,K5,5.0,TAE WON KIM,3777,3600,3600,0,1800,0,1800,1.0,0,1,1979,0.95,0.0,1010076.0,198950.0
82988,11385.0,56-12 METROPOLITAN AVENUE,K5,5.0,TAE WON KIM,10900,1200,1200,0,1200,0,0,1.0,0,1,1960,0.11,0.0,1010156.0,198955.0
82989,11385.0,62-20 FOREST AVENUE,K1,5.0,TAE WON KIM,1064,960,960,0,960,0,0,1.0,0,1,1940,0.9,0.0,1010262.0,198962.0
83020,11385.0,62-38 FOREST AVENUE,O5,5.0,FOREST AVE PROPERTIES,4840,7512,6112,4562,640,910,0,2.0,2,313,1925,1.55,0.0,1010285.0,198796.0
83021,11385.0,62-42 FOREST AVENUE,K4,4.0,ROSALIA TABBITA,6952,6335,4535,0,2500,0,2035,2.0,2,4,1931,0.91,0.0,1010279.0,198739.0
83026,11385.0,62-54 FOREST AVENUE,K4,4.0,"ALUZZO, MARCELLA",2329,1220,650,0,650,0,0,2.0,1,2,1931,0.52,0.0,1010351.0,198624.0
83038,11385.0,467 GRANDVIEW AVENUE,K4,4.0,ADA CONIGLIARO,1209,1812,1000,0,1000,0,0,2.0,2,3,1910,1.5,0.0,1009640.0,198110.0
83046,11385.0,451 GRANDVIEW AVENUE,K4,4.0,"SQUIRE REALTY,",2767,4292,2697,0,2697,0,0,2.0,2,7,1910,1.55,0.0,1009499.0,198220.0
83083,11385.0,485 GRANDVIEW AVENUE,S2,4.0,TODOR KRAJOVAN,2331,3250,1625,0,1625,0,0,2.0,2,3,1910,1.39,0.0,1009797.0,197987.0
83084,11385.0,483 GRANDVIEW AVENUE,S2,4.0,GIARAMITA MARIO,2331,3250,1625,0,1625,0,0,2.0,2,3,1910,1.39,0.0,1009777.0,198002.0
83088,11385.0,475 GRANDVIEW AVENUE,G1,10.0,WILLIAM KERN,1854,1854,1854,0,0,1854,0,1.0,0,10,1925,1.0,0.0,1009699.0,198063.0
83127,11385.0,62-90 FOREST AVENUE,G1,10.0,62-90 FOREST AVE REAL,2400,2020,2020,0,250,1770,0,1.0,0,1,1925,0.84,0.0,1010441.0,198331.0
83130,11385.0,62-98 FOREST AVENUE,S1,4.0,PENNOLINO JERRY,2525,1250,625,0,625,0,0,2.0,1,2,1931,0.5,0.0,1010467.0,198259.0
83166,11385.0,501 GRANDVIEW AVENUE,S2,4.0,MARIA NICOLOSI,2356,3080,1540,0,1540,0,0,2.0,2,3,1920,1.31,0.0,1009909.0,197905.0
83182,11385.0,2116 GREENE AVENUE,R2,2.0,,6000,30144,2160,0,0,2160,0,4.0,32,32,1995,5.02,0.0,1009992.0,197946.0
83183,11385.0,569 GRANDVIEW AVENUE,F4,6.0,GRIMALDI'S HOME OF BR,15150,13700,13700,0,1200,0,0,1.0,0,1,1931,0.9,0.0,1010207.0,197675.0
83207,11385.0,63-02 FOREST AVENUE,S9,4.0,FERRARA REMO,2500,5600,1120,0,1120,0,0,3.0,4,6,1920,2.24,0.0,1010494.0,198183.0
83225,11385.0,21-01 MENAHAN STREET,E1,6.0,GRIMALDI BAKERY CO.,13614,6300,6300,2000,0,0,4300,2.0,0,1,1993,0.46,0.0,,
83226,11385.0,63-16 FOREST AVENUE,R3,2.0,,7048,9737,720,0,0,720,0,2.0,10,10,2007,1.38,0.0,1010543.0,198041.0
83227,11385.0,583 GRANDVIEW AVENUE,K1,5.0,"MALIN, GEORGE  L.",20827,10000,10000,0,10000,0,0,1.0,0,1,1950,0.48,0.0,1010391.0,197532.0
83236,11385.0,63-32 FOREST AVENUE,M1,8.0,CORPORATION OF THE PR,3433,5300,5300,0,0,0,0,2.0,0,0,1930,1.54,0.0,1010589.0,197882.0
83240,11385.0,63-48 FOREST AVENUE,S9,4.0,FRIEDA HOCEVAR,2940,6300,2100,1050,1050,0,0,3.0,4,6,1920,2.14,0.0,1010645.0,197745.0
83241,11385.0,63-50 FOREST AVENUE,S9,4.0,"MILAZZO, GIOACCHINO",2940,6300,2100,0,2100,0,0,3.0,4,6,1920,2.14,0.0,1010654.0,197718.0
83242,11385.0,63-54 FOREST AVENUE,S5,4.0,GIOACCHINO MILAZZO,2940,6300,2128,0,2128,0,0,3.0,6,7,1920,2.14,0.0,1010663.0,197691.0
83243,11385.0,63-56 FOREST AVENUE,S4,4.0,TURANO CARMELA,2345,5400,1782,0,1782,0,0,3.0,4,5,1920,2.3,0.0,1010672.0,197665.0
83254,11385.0,2110 GROVE STREET,S2,4.0,21-10 GROVE ST CORP,5350,3200,1600,0,1600,0,0,2.0,2,3,1920,0.6,0.0,1010536.0,197421.0
83262,11385.0,64-08 FOREST AVENUE,S1,4.0,JOLAY HUGO,2200,2400,1200,0,1200,0,0,2.0,1,2,1920,1.09,0.0,1010708.0,197554.0
83268,11385.0,47-02 METROPOLITAN AVENUE,E1,6.0,47-02 METROPOLITAN RE,13900,28570,28570,4000,270,0,24300,3.0,0,2,1924,2.06,1.0,1006424.0,199266.0
83270,11385.0,47-40 METROPOLITAN AVENUE,F9,6.0,ADD INDUSTRIES LLC,26273,55860,55860,4000,0,0,0,2.0,0,0,1922,2.13,1.0,1006598.0,199201.0
83271,11385.0,63-63 WOODWARD AVENUE,F9,6.0,,85147,72606,72606,0,0,0,0,1.0,0,3,1922,0.85,1.0,1006803.0,199129.0
83272,11385.0,49-06 METROPOLITAN AVENUE,Z9,,INGRAHAM REALTY PROPE,47984,1500,1500,0,0,0,500,1.0,0,0,1971,0.03,1.0,1007247.0,199168.0
83273,11385.0,50-02 METROPOLITAN AVENUE,G4,7.0,SIGE REALTY CO,6644,1700,1700,0,0,1700,0,1.0,0,1,1950,0.26,1.0,1007373.0,199193.0
83274,11385.0,19-35 FLUSHING AVENUE,G1,10.0,P & N EQUITIES LLC,5439,5439,5439,0,0,0,5439,1.0,0,0,1930,1.0,1.0,1007127.0,199120.0
83275,11385.0,19-25 FLUSHING AVENUE,F9,6.0,METROPOLITAN 47TH LLC,20579,4177,4177,0,0,0,0,1.0,0,2,1922,0.2,1.0,1006925.0,199005.0
83276,11385.0,19-07 FLUSHING AVENUE,S5,4.0,OCTAVIO A HERNANDEZ,2791,4350,725,0,725,0,0,3.0,5,6,1927,1.56,1.0,1006869.0,198976.0
83277,11385.0,19-05 FLUSHING AVENUE,S5,4.0,OCTAVIO A HERNANDEZ,2604,4350,725,0,725,0,0,3.0,5,6,1927,1.67,1.0,1006850.0,198959.0
83278,11385.0,1902 FLUSHING AVENUE,G2,10.0,"59-15 HOLDING CORP.,",14100,2000,2000,400,0,1600,0,1.0,0,2,2000,0.14,1.0,1006983.0,198846.0
83279,11385.0,151 WOODWARD AVENUE,E1,6.0,"59-15 HOLDING CORP.,",28852,2936,2936,0,0,0,2936,1.0,0,0,1950,0.1,1.0,1007109.0,198782.0
83280,11385.0,19-40 FLUSHING AVENUE,E1,6.0,TRI-BORO SHELVING & P,34107,25234,25234,0,0,0,0,1.0,0,0,1950,0.74,1.0,1007203.0,198926.0
83281,11385.0,19-52 FLUSHING AVENUE,G2,10.0,ADMIRAL AUTO BODY WKS,7296,9683,9683,2387,0,7296,0,2.0,0,3,1930,1.33,1.0,1007322.0,199014.0
83282,11385.0,19-62 FLUSHING AVENUE,E9,6.0,BOHACK REALTY LLC,4948,8400,8400,0,3400,0,2500,2.0,0,3,1930,1.7,1.0,1007392.0,199066.0
83283,11385.0,175 WOODWARD AVENUE,Z9,,19-02 TROUTMAN ST. LL,4500,200,200,0,0,0,200,1.0,0,1,1931,0.04,0.0,1007213.0,198660.0
83285,11385.0,19-30 TROUTMAN STREET,F1,6.0,TBC REALTY CORP.,21400,23640,23640,0,0,0,0,2.0,0,1,1930,1.1,1.0,1007413.0,198807.0
83286,11385.0,19-48 TROUTMAN STREET,E9,6.0,"1948 TROUTMAN STREET,",62200,57880,57880,5000,0,0,52880,1.0,0,1,1931,0.93,1.0,1007551.0,198961.0
83287,11385.0,51-10 METROPOLITAN AVENUE,K7,5.0,PATH LAND HOLDINGS LL,24225,6950,6950,0,6950,0,0,1.0,0,1,1962,0.29,1.0,1007709.0,199130.0
83289,11385.0,185 WOODWARD AVENUE,F4,6.0,JOHN TATA INC,5000,6335,6335,1500,0,0,0,2.0,0,1,1970,1.27,0.0,1007291.0,198600.0
83292,11385.0,323 WOODWARD AVENUE,Z8,9.0,LINDEN HILL UN METH C,936540,7702,7702,2595,0,0,607,2.0,0,1,1931,0.01,0.0,1008162.0,198147.0
83293,11385.0,52-22 METROPOLITAN AVENUE,Z8,9.0,KOLEL MISHPAT TZEDEK,435600,1476,1476,0,0,0,0,2.0,0,0,1931,0.0,0.0,1008162.0,198818.0
83294,11385.0,3-96 GRANDVIEW AVENUE,Q1,9.0,PARKS AND RECREATION,209088,1000,1000,0,0,0,0,0.0,0,0,0,0.0,0.0,1008883.0,198288.0
83295,11385.0,1980 STARR STREET,R2,2.0,,23200,35023,5216,0,0,4896,320,4.0,32,32,2008,1.51,0.0,1007897.0,199059.0
83296,11385.0,415 FAIRVIEW AVENUE,F9,6.0,MGE REALTY CORP,2375,4625,2375,0,0,0,0,3.0,4,5,1919,1.95,0.0,1009093.0,197838.0
83304,11385.0,20-02 STANHOPE STREET,G1,10.0,"COLOMBO, MARIA A.",2375,2375,2375,0,0,2375,0,1.0,0,9,1919,1.0,0.0,1008954.0,197947.0
83322,11385.0,446 GRANDVIEW AVENUE,S4,4.0,"ZIVKOVIC, VIOLETA",1900,3648,730,0,730,0,0,3.0,4,5,1919,1.92,0.0,1009332.0,198205.0
83340,11385.0,465 FAIRVIEW AVENUE,S3,4.0,"BONAVITA, ROSALIA",2375,3250,812,0,812,0,0,2.0,3,4,1920,1.37,0.0,1009298.0,197677.0
83347,11385.0,451 FAIRVIEW AVENUE,S3,4.0,"CATALANOTTO, VINCENZA",2375,6500,3250,0,1625,0,0,3.0,3,4,1920,2.74,0.0,1009157.0,197787.0
83361,11385.0,452 GRANDVIEW AVENUE,G1,10.0,SQUIRE REALTY LLC,2375,1900,1900,0,0,1900,0,1.0,0,10,1920,0.8,0.0,1009403.0,198103.0
83382,11385.0,489 FAIRVIEW AVENUE,S4,4.0,ARTVELIN 489 LLC,2375,5675,2375,0,0,0,0,3.0,4,5,1920,2.39,0.0,1009504.0,197519.0
83383,11385.0,487 FAIRVIEW AVENUE,C2,2.0,CASTRENZE MANISCALCHI,2375,4200,840,0,0,0,0,3.0,5,5,1920,1.77,0.0,1009483.0,197534.0
83389,11385.0,475 FAIRVIEW AVENUE,S9,4.0,LEONARD J GANGI,2375,5175,1035,0,1035,0,0,3.0,4,6,1920,2.18,0.0,1009363.0,197627.0
83409,11385.0,490 GRANDVIEW AVENUE,K4,4.0,490 GRANDVIEW LLC,2375,3875,2375,0,2375,0,0,2.0,3,5,1920,1.63,0.0,1009749.0,197834.0
83425,11385.0,519 FAIRVIEW AVENUE,G1,10.0,MARTHA F THOMITZ &ANN,2375,2000,2000,0,0,2000,0,1.0,0,10,1920,0.84,0.0,1009711.0,197362.0
83429,11385.0,507 FAIRVIEW AVENUE,S1,4.0,"ARENA, DANNY",2660,2986,1493,0,1493,0,0,2.0,1,2,1922,1.12,0.0,1009630.0,197425.0
83445,11385.0,502 GRANDVIEW AVENUE,S9,4.0,BENNY BIAGIO INC,2375,3000,900,650,250,0,0,2.0,3,5,1917,1.26,0.0,1009814.0,197782.0
