,Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,facility_type_lcm_new,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft,sqft_new,max_kwh_cost_simple_new,LIGHTING_INTENSITY
3157,3157,6532,7366,7362,732,United States Products Co.,,,,Offices (Non-medical),,"Lubowitz, Conn and Will",13:19.6,13:22.3,2.0,5,False,True,3,130,5408.0,0.09,,3,40014.0,20000.0,3,208,203,35.0,366.5,2420704.0,294.1849817,1071.0,14,16,834.7248,834.7248,,1474.4746,1.77,56.61167714,,,,,,,11628.864,2354.144,9274.72,,330.0,0.069,35.23898182
3158,3158,6532,8154,8150,732,United States Products Co.,,,,Services,,"Lubowitz, Conn and Will",39:30.1,39:35.3,2.0,5,False,True,4,130,5408.0,0.09,,4,53352.0,20000.0,4,38,0,,,,,,4,4,4.44e-14,4.44e-14,,0.0,,inf,,,,,,,12252.864,12252.864,0.0,,10000.0,0.085,1.2252863999999999
3159,3159,6534,6382,6347,276,Shadow Mountain Office Center Parking Garage,,,,Religious worship,2239.0,Maggio Inc,53:25.6,53:26.9,2.0,5,False,True,2,2,8736.0,0.09,,2,424.0,10000.0,2,53,53,53.0,144.0,33336576.0,11.44688645,3816.0,2,2,1402.6521599999999,1402.6521599999999,,5060.0,3.61,27.72039842,5840 S. Memorial Drive,Tulsa,OK,74145.0,36.077940000000005,-95.887085,48921.6,33336.576,15585.024,,50000.0,0.0446,0.978432
3160,3160,6535,6880,6851,581,Goodwill- Southside,,,,Warehouse and storage,2239.0,"Harvey, Kozey and Schuster",53:47.6,53:56.9,2.0,5,False,True,11,240,4380.0,0.095,,11,312840.0,14250.0,11,387,387,302.0,790.0,38706060.0,245.44063930000002,8837.0,23,23,7258.4484,8183.7234,,39366.925,,20.78832268,,,,,,,113796.78,37392.06,76404.72,,3000.0,0.0446,37.93226
3161,3161,6536,6383,6348,321,Vermeer RM,,,,Warehouse and storage,,Walter-O'Reilly,05:24.8,05:28.9,2.0,5,False,True,3,45,,,,3,20025.0,20000.0,3,836,836,89.0,902.0,0.0,0.0,7576.0,15,15,0.0,0.0,,21119.0,,0.0,,,,,,,0.0,0.0,0.0,,10000.0,0.9,0.0
3162,3162,6538,6385,6350,15,Cintas - Auto Sort,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Warehouse and storage,,"Anderson, Shields and Hyatt",53:19.1,53:21.0,2.0,5,False,True,2,8,6240.0,0.14,,2,1248.0,20000.0,2,201,38,38.0,300.0,42681600.0,26.70940171,5700.0,198,35,10460.13696,10460.13696,,30164.6375,2.88,34.6768197,1745 N Reynolds Ave,Kansas City,MO,64120.0,39.13993,-94.50901999999999,117396.864,42681.6,74715.26400000001,,50000.0,0.0836,2.34793728
3163,3163,6539,6437,6402,211,Southport Heights Christian Church,,,,Warehouse and storage,2222.0,Ruecker-Jacobs,01:33.3,01:57.3,2.0,5,False,True,9,7744,2080.0,0.065,,9,11848320.0,11227.27273,9,16613,16613,960.0,8400.0,78389500.0,21001.55388,37935.0,212,212,4307.7749,11667.7749,,31360.996,2.69,37.20473323,,,,,,,158812.46,92539.0,66273.46,,1500.0,0.069,105.87497330000001
3164,3164,6539,6864,6835,211,Southport Heights Christian Church,,,,Other,2222.0,Ruecker-Jacobs,01:02.7,01:33.1,2.0,5,False,True,13,7744,2080.0,0.065,,13,17114240.0,11227.27273,13,16876,16876,1101.0,8700.0,81703860.0,21564.83709,43093.0,219,219,4917.7765,13727.7765,,39505.8955,2.88,34.74867821,,,,,,,158812.46,83154.36,75658.1,,500.0,0.06,317.62492000000003
3165,3165,6545,6388,6353,488,NEA Mechanical--Forest Hill Offices,,,,Other,,Conn-Nienow,50:19.5,50:23.1,2.0,5,False,True,7,72,5600.0,0.08,,7,71379.0,13875.0,7,356,356,356.0,286.0,72973600.0,80.35714286,13031.0,7,7,13993.28,13993.28,,21312.0,1.52,65.65915916,,,,,,,247889.6,72973.6,174916.0,,200.0,0.063,1239.448
3166,3166,6546,6597,6562,581,Brothers Brothers Foundation,,,,Public assembly,2239.0,"Harvey, Kozey and Schuster",54:18.2,54:21.7,2.0,5,False,True,9,368,6500.0,0.1,,9,290628.0,15250.0,9,706,709,254.0,1667.0,105820000.0,230.76923080000003,16280.0,32,33,3725.15,4848.09,,37894.72032,,12.79357641,,,,,,,120386.5,83135.0,37251.5,,700.0,0.079,171.98071430000002
3167,3167,6546,9024,9020,581,Brothers Brothers Foundation,,,,Other,2239.0,"Harvey, Kozey and Schuster",55:10.4,55:12.0,2.0,5,False,True,9,368,6500.0,0.1,,9,290628.0,15250.0,9,313,313,254.0,1667.25,105833000.0,230.76923080000003,16282.0,32,33,1626.95,1907.685,,15024.69044,,12.69700036,,,,,,,44863.0,28593.5,16269.5,,500.0,0.085,89.726
3168,3168,6548,6389,6354,447,"Acomtech Mold, Inc.",25.0,Industrial - 1 Shift,Other,Food Sales,,"Connelly, Bins and Walter",41:40.4,41:45.8,2.0,5,False,True,5,720,3789.0,0.1,,5,516150.0,13875.0,5,439,439,119.0,470.5,13119522.0,233.80151439999997,4876.0,13,13,901.8330000000001,901.8330000000001,,5196.994000000001,5.76,17.35297366,39W433 Highland Ave,Elgin,IL,60123.0,42.06153,-88.38542,23415.552000000003,14397.222,9018.33,,60.0,0.085,390.2592
3169,3169,6548,6428,6393,447,"Acomtech Mold, Inc.",25.0,Industrial - 1 Shift,Other,Food Sales,,"Connelly, Bins and Walter",46:05.1,46:06.7,2.0,5,False,True,6,720,3789.0,0.1,,6,619380.0,13875.0,6,441,441,121.0,480.0,9603000.0,249.7832495,3504.0,14,14,1365.6132,1365.6132,8700.0,1535.5275,1.12,88.93446715,39W433 Highland Ave,Elgin,IL,60123.0,42.06153,-88.38542,23415.552000000003,9759.42,13656.132,,10000.0,0.085,2.3415552
3170,3170,6549,6438,6403,102,Allied Pump Corporation,64.0,Workshop,Services,Food Sales,2249.0,"Collier, Stroman and Auer",43:00.6,43:06.0,2.0,5,False,True,1,33,2340.0,0.17,,1,1958.0,16666.66667,1,264,264,33.0,480.0,4633200.0,170.9401709,1980.0,8,8,773.3232,773.3232,,261.91,0.34,295.26295289999996,,,,,,,9603.36,5054.4,4548.96,,500.0,0.069,19.20672
3171,3171,6551,6439,6404,102,NJ Restaurant Equipment,,,,Services,2249.0,"Collier, Stroman and Auer",50:00.4,50:24.4,2.0,5,False,True,3,30,3744.0,0.15,,3,11340.0,16833.33333,3,564,672,336.0,960.0,75479040.0,213.6752137,20160.0,17,25,7364.2608,7364.2608,,1912.868,0.26,384.98531,,,,,,,86834.59199999999,37739.52,49095.072,,21000.0,0.085,4.134980571
3172,3172,6552,6405,6370,102,Purple Heart Wood Works,,,,Religious worship,2249.0,"Collier, Stroman and Auer",59:50.4,00:25.5,2.0,5,False,True,1,30,3500.0,0.15,,1,3462.0,20000.0,1,333,333,185.0,2700.0,38850000.0,642.8571429,11100.0,45,45,1741.95,1741.95,,73.2415,0.04,2378.364725,,,,,,,19383.0,7770.0,11613.0,,700.0,0.085,27.69
3173,3173,6552,6409,6374,102,Purple Heart Wood Works,,,,Warehouse and storage,2249.0,"Collier, Stroman and Auer",00:25.6,00:29.5,2.0,5,False,True,2,30,3500.0,0.15,,2,6924.0,20000.0,2,181,101,48.0,1560.0,16380000.0,314.2857143,4680.0,32,22,1710.45,1710.45,,1080.002,0.63,158.3747067,,,,,,,19383.0,7980.0,11403.0,,2200.0,0.085,8.810454545
3174,3174,6553,6397,6362,102,Shearman Cabinets,64.0,Workshop,Services,Warehouse and storage,2249.0,"Collier, Stroman and Auer",51:14.9,51:55.7,2.0,5,False,True,5,396,2400.0,0.16,,5,282960.0,23636.36364,5,1740,1752,483.0,4570.0,80106000.0,1300.0,29390.0,75,76,7912.416,7912.416,0.0,368.41,0.05,2147.7202030000003,,,,,,,82806.6,33354.0,49452.6,,3000.0,0.085,27.6022
3175,3175,6555,6401,6366,321,America First Credit Union - Sample,,,,Other,,Walter-O'Reilly,49:04.5,49:15.4,2.0,5,False,True,3,682,3940.0,0.08,,3,125796.0,18096.77419,3,0,0,,,,,,3,9,469.44800000000004,469.44800000000004,,6359.38,,7.3819774879999995,,,,,,,20510.0,14641.9,5868.1,,10500.0,0.085,1.9533333330000002
3176,3176,6556,6402,6367,581,NVR 2,,,,Education,2239.0,"Harvey, Kozey and Schuster",50:25.8,50:48.0,2.0,5,False,True,10,852,5500.0,0.08,,10,2536830.0,15000.0,10,8764,8764,744.0,7495.0,330407000.0,945.4545455,60074.0,104,104,40072.56,51361.65375,10000.0,175296.4593,3.41,29.29988087,,,,,,,787864.0,286957.0,500907.0,,150.0,0.069,5252.426667
3177,3177,6557,6403,6368,447,MGD Properties,,,,Other,,"Connelly, Bins and Walter",48:11.0,48:12.2,2.0,5,False,True,1,5,4380.0,0.1,,1,1500.0,20000.0,1,4,4,2.0,100.0,438000.0,22.83105023,100.0,2,2,219.0,219.0,230.0,3220.3,,6.800608639,,,,,,,2628.0,438.0,2190.0,,6557.0,0.085,0.40079304600000004
3178,3178,6570,6627,6592,677,Lillibridge 8402 Harcourt 01-2020,,,,Other,,"Kris, Gibson and Bins",59:30.7,59:32.6,2.0,5,False,True,1,16,6630.0,0.14,,1,288.0,30000.0,1,159,159,53.0,78.0,12071280.0,34.24657534,1378.0,3,3,649.992,649.992,,14041.343,,4.629129849,8402 Harcourt Rd,Indianapolis,IN,46260.0,39.908825,-86.19456,16714.08,12071.28,4642.8,,206.0,0.063,81.13631068
3179,3179,6570,6631,6596,677,Lillibridge 8402 Harcourt 01-2020,,,,Other,,"Kris, Gibson and Bins",59:26.0,59:28.7,2.0,5,False,True,1,16,6630.0,0.14,,1,288.0,30000.0,1,159,159,53.0,7.8,1207128.0,17.12328767,137.8,3,3,2170.97328,2170.97328,,3730.511,1.7,58.19506443,8402 Harcourt Rd,Indianapolis,IN,46260.0,39.908825,-86.19456,16714.08,1207.128,15506.952,,9000.0,0.069,1.85712
3180,3180,6575,6414,6379,416,Loreal,,,,Warehouse and storage,2249.0,Hermiston Group,28:14.3,28:15.6,2.0,5,False,True,2,2,6500.0,0.0998,,2,744.0,10000.0,2,564,564,564.0,80.0,190840000.0,15.38461538,29360.0,2,2,47902.6028,55059.1028,,124493.2071,4.15,44.22659201,10345 Philipp Pkwy,Streetsboro,OH,44236.0,41.273185999999995,-81.36435999999999,670826.0,190840.0,479986.0,,25000.0,0.079,26.833040000000004
3181,3181,6576,6416,6381,327,CRE AUSTIN MET CENTER LLC,40.0,Office (General Office Types),Offices (Non-medical),Warehouse and storage,2249.0,"Collier, Barrows and Runolfsdottir",47:06.0,47:12.1,2.0,5,False,True,14,60,3750.0,0.13,,14,313880.0,16866.66667,14,1212,1346,1308.0,849.4,121123272.0,296.145065,37649.6,19,27,26306.67312,26306.67312,,102522.37599999999,3.9,25.65944543,7901 E. Riverside Drive,Austin,TX,78744.0,30.215466999999997,-97.69005,319242.84,116883.81599999999,202359.02399999998,,500.0,0.9,638.48568
3182,3182,6577,6424,6389,447,CTL Global - Elk Grove Village,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Warehouse and storage,,"Connelly, Bins and Walter",27:41.8,27:53.2,2.0,5,False,True,2,165,4160.0,0.1,,2,94182.0,20000.0,2,5326,5326,510.0,2272.0,267854080.0,415.8653846,64388.0,33,33,23865.92,27260.48,,35034.55,1.29,77.81027586,,,,,,,392832.96,154173.76,238659.2,,1000.0,0.085,392.83296
3183,3183,6578,6493,6458,447,Marcres MFG,25.0,Industrial - 1 Shift,Other,Other,,"Connelly, Bins and Walter",10:23.8,10:32.6,2.0,5,False,True,9,1512,5030.0,0.1,,9,2942244.0,17142.85714,9,2634,2634,581.0,4954.0,84354600.0,1670.969442,31986.0,88,88,3325.64,3325.64,,13108.8,3.94,25.36952276,600 Carboy Rd,Mount Prospect,IL,60056.0,42.02779,-87.94417,58643.0,25386.6,33256.4,,3792.0,0.048889999999999996,15.46492616
3184,3184,6579,6418,6383,276,Gardner Denver High Bays,,,,Warehouse and storage,2239.0,Maggio Inc,45:45.1,45:48.4,2.0,5,False,True,1,6,4368.0,0.09,,1,1611.0,20000.0,1,501,501,334.0,810.0,196953120.0,68.68131868,45090.0,6,6,9419.1552,9419.1552,8000.0,38885.0,4.13,24.22310711,4747 S. 83rd E. Avenue,Tulsa,OK,74145.0,36.094887,-95.88311999999999,205649.80800000002,100992.528,104657.28,,27.0,0.1,7616.6595560000005
3185,3185,6583,6516,6481,577,Heartland - Charleston,,,,Warehouse and storage,2249.0,"Schmidt, Nienow and Kuhlman",49:23.0,49:25.5,2.0,5,False,True,7,24,2600.0,,,7,33495.0,11500.0,7,194,194,132.0,645.0,24830000.0,242.30769229999999,9550.0,9,9,0.0,0.0,,16334.912,,0.0,,,,,,,59893.6,24830.0,35063.6,,250000.0,0.063,0.23957440000000002
3186,3186,6588,6753,6724,321,America First Credit Union - South Salt Lake,3.0,Banks,Offices (Non-medical),Warehouse and storage,,Walter-O'Reilly,02:49.9,02:59.7,2.0,5,False,True,12,1224,3940.0,0.08,,12,715824.0,26205.88235,12,914,914,276.0,990.1,22016050.0,534.2857143,6290.3,46,46,715.316,715.316,,20054.41667,,3.566875127,3499 South State Street,South Salt Lake,UT,84115.0,40.695107,-111.88753500000001,23058.0,14116.55,8941.45,,15000.0,0.045,1.5372
3187,3187,6589,6762,6733,321,America First Credit Union - Taylorsville,3.0,Banks,Offices (Non-medical),Offices (Non-medical),,Walter-O'Reilly,02:39.3,02:49.6,2.0,5,False,True,12,1224,3940.0,0.08,,12,720144.0,24764.70588,12,909,909,222.0,598.1,15646050.0,348.57142860000005,4470.3,35,35,709.436,709.436,,20382.91667,,3.480542121,2715 West 5400 South,Taylorsville,UT,84129.0,40.65263,-111.95855,22907.5,14039.55,8867.95,,64.0,0.07,357.9296875
3188,3188,6590,6440,6405,732,Losego Automotive Sales & Service,64.0,Workshop,Services,Offices (Non-medical),,"Lubowitz, Conn and Will",00:03.6,00:05.1,2.0,5,False,True,1,1,2600.0,0.0654,,1,78.0,20000.0,1,39,78,78.0,15.0,3042000.0,19.23076923,1170.0,1,2,318.31487999999996,318.31487999999996,,706.2,2.22,45.07432455,"322 Boden Ave, Carnegie, PA 15106",Carnegie,PA,15106.0,40.398888,-80.08111,7909.2,3042.0,4867.2,,25000.0,0.085,0.316368
3189,3189,6592,6430,6395,568,1802 Brightseat 6th Floor,,,,Retail - Mall & Non-Mall,2254.0,"Monahan, Roberts and Harvey",45:03.6,45:08.0,2.0,5,False,True,6,30,3744.0,0.14,,6,12180.0,16833.33333,6,360,360,218.0,1098.0,30191616.0,160.2564103,8064.0,12,12,4847.43168,4847.43168,,7835.57,1.62,61.86444228,1802 Brightseat Rd,Hyattsville,MD,20785.0,38.914997,-76.854294,64816.128,30191.616,34624.512,,10000.0,0.085,6.4816128
3190,3190,6593,6735,6706,568,1802 Brightseat Exterior,,,,Food Sales,2254.0,"Monahan, Roberts and Harvey",47:27.1,47:28.3,2.0,5,False,True,1,1,4368.0,0.14,,1,120.0,1000.0,1,52,52,52.0,13.0,2952768.0,11.44688645,676.0,1,1,3402.4972799999996,3402.4972799999996,,7268.0,2.14,46.8147672,1802 Brightseat Rd,Hyattsville,MD,20785.0,38.914997,-76.854294,27256.32,2952.768,24303.552000000003,,10000.0,0.07,2.725632
3191,3191,6594,6464,6429,568,1802 Brightseat Post Install,,,,Food Sales,2254.0,"Monahan, Roberts and Harvey",28:53.4,29:11.0,2.0,5,False,True,5,130,3744.0,0.14,,5,54210.0,16200.0,5,6812,6812,497.0,1362.0,62240256.0,694.4444444000001,16624.0,52,52,19398.11328,19398.11328,,25688.0,1.32,75.51429959999999,,,,,,,200798.208,62240.255999999994,138557.952,,1748.96,0.15,114.81006310000001
3192,3192,6595,6432,6397,370,Autonation-National Extrapolation,,,,Health care - Outpatient,2251.0,"Zulauf, Jones and Schowalter",07:04.0,07:06.4,2.0,5,False,True,3,3,4368.0,0.12,,3,2697.0,10000.0,3,25200,25200,25200.0,300.0,14676480000.0,34.34065934,3360000.0,3,3,3644169.9839999997,4359648.384,1681374.0,10235224.0,2.35,42.59455762,,,,,,,45044563.2,14676480.0,30368083.2,,50000.0,0.15,900.8912640000001
3193,3193,6595,6433,6398,370,Autonation-National Extrapolation,,,,Health care - Outpatient,2251.0,"Zulauf, Jones and Schowalter",07:06.5,07:09.9,2.0,5,False,True,3,3,4368.0,0.12,,3,2697.0,10000.0,3,25200,25200,25200.0,300.0,14676480000.0,34.34065934,3360000.0,3,3,3644169.9839999997,4359648.384,1681374.0,5195224.0,1.19,83.91646605,,,,,,,45044563.2,14676480.0,30368083.2,,4000.0,0.085,11261.1408
3194,3194,6597,6435,6400,480,Woodstock Library,,,,Health care - Outpatient,,Kub Inc,28:30.0,28:37.9,2.0,5,False,True,3,32,3692.0,0.1,,3,17976.0,5750.0,3,2562,2562,394.0,631.0,58835712.0,148.9707476,15936.0,11,11,5312.0496,7140.451067,,32196.08857,4.51,22.1780079,414 W Judd Street,Woodstock,IL,60098.0,42.31596,-88.45236,111956.20800000001,58835.712,53120.496,,2000.0,0.069,55.978104
3195,3195,6601,6436,6401,370,Fastenal,,,,Food Sales,2251.0,"Zulauf, Jones and Schowalter",28:20.4,28:22.4,2.0,5,False,True,3,6,4380.0,0.1,,3,15006.0,10000.0,3,45,0,,,,,,4,4,0.0,1.1400000000000002e-13,,6778.461538,,1.68e-15,6445 Fulton Industrial Blvd,Atlanta,GA,30336.0,33.70418,-84.60051,135219.36,135219.36,0.0,,500.0,0.0649,270.43872000000005
3196,3196,6601,6466,6431,370,Fastenal,,,,Warehouse and storage,2251.0,"Zulauf, Jones and Schowalter",28:22.4,28:25.1,2.0,5,False,True,2,6,4380.0,0.1,,2,10004.0,10000.0,2,91,91,91.0,2765.0,96929400.0,114.1552511,22130.0,10,10,9873.396,11060.376,3860.0,15509.007269999998,1.4,71.31582188,6445 Fulton Industrial Blvd,Atlanta,GA,30336.0,33.70418,-84.60051,135219.36,36485.4,98733.96,,10000.0,0.961,13.521935999999998
3197,3197,6604,6458,6423,465,Delta by Marriot,,,,Warehouse and storage,2336.0,Simonis-Cormier,20:00.7,20:03.5,2.0,5,False,True,3,12,8600.0,0.11,,3,3060.0,20000.0,3,98,98,98.0,110.0,30272000.0,17.44186047,3520.0,3,3,4601.344,4601.344,,6876.06,1.49,66.91832241,939 3rd st,Muskegon,MI,49440.0,43.235490000000006,-86.254036,72102.4,30272.0,41830.4,,150.0,0.079,480.68266669999997
3198,3198,6608,6445,6410,370,Display Fixture Warehouse,,,,Lodging,2251.0,"Zulauf, Jones and Schowalter",43:24.4,43:25.8,2.0,5,False,True,1,2,2210.0,0.15,,1,460.0,20000.0,1,180,180,180.0,63.0,25061400.0,22.62443439,11340.0,1,1,9964.89,10661.04,,34004.76,3.19,31.35161077,,,,,,,91494.0,25061.4,66432.6,,1000.0,0.115,91.494
3199,3199,6612,6451,6416,434,Fort Lee Parking Garage,,,,Warehouse and storage,,Kemmer-Kertzmann,43:16.4,43:17.5,2.0,5,False,True,1,2,8760.0,0.15,,1,108.0,20000.0,1,750,750,750.0,8.0,52560000.0,5.707762557000001,6000.0,1,1,21681.0,21681.0,,102187.5,4.71,21.21688073,,,,,,,197100.0,52560.0,144540.0,,8000.0,0.1,24.6375
3200,3200,6612,6452,6417,434,Fort Lee Parking Garage,,,,Warehouse and storage,,Kemmer-Kertzmann,43:17.5,43:18.2,2.0,5,False,True,1,2,8760.0,0.15,,1,108.0,20000.0,1,750,0,,,,,,1,1,0.0,0.0,,0.0,,,,,,,,,197100.0,197100.0,0.0,,150000.0,0.079,1.314
3201,3201,6619,6446,6411,474,Wise Manufacturing - 951 B,,,,Warehouse and storage,,Rogahn and Sons,07:56.3,07:57.8,2.0,5,False,True,4,8,,,,4,6888.0,15000.0,4,43,43,98.0,254.0,0.0,0.0,9660.0,4,7,0.0,0.0,,6430.225,,0.0,951 Industrial Dr B,Hickory,TN,37138.0,36.267025,-86.65902,0.0,0.0,0.0,,100000.0,0.0718,0.0
3202,3202,6628,6449,6414,474,Wise Manufacturing - 645,,,,Warehouse and storage,,Rogahn and Sons,24:21.2,24:23.5,2.0,5,False,True,11,112,,,,11,63272.0,12142.85714,11,18,18,299.0,610.0,0.0,0.0,12176.0,21,35,0.0,0.0,,2801.5825,,0.0,645 Old Hickory Blvd,Old Hickory,TN,37138.0,36.2642,-86.672134,0.0,0.0,0.0,,10000.0,0.085,0.0
3203,3203,6637,6450,6415,127,Stealth Raycap - Steel Fab Bldg,34.0,Manufacturing Facility,Other,Health care - Outpatient,2254.0,Farrell-Hills,43:11.6,43:14.8,2.0,5,False,True,2,4,4080.0,0.13,,2,1632.0,20000.0,2,280,82,82.0,275.0,41065200.0,24.50980392,10065.0,560,164,24957.972,28499.412,19342.0,23304.0,0.82,122.29407830000001,,,,,,,233049.6,41065.2,191984.4,,320.0,0.961,728.28
3204,3204,6649,6453,6418,434,Fort Lee Parking Garage Fixture Replacement,,,,Health care - Outpatient,,Kemmer-Kertzmann,43:23.2,43:24.3,2.0,5,False,True,1,1,8760.0,0.15,,1,60.0,20000.0,1,375,375,375.0,20.0,65700000.0,11.41552511,7500.0,1,1,19710.0,19710.0,,106312.5,5.39,18.53968254,,,,,,,197100.0,65700.0,131400.0,,3000.0,0.1,65.7
3205,3205,6657,6454,6419,663,Pappas Toyota,1.0,Auto Related,Services,Offices (Non-medical),,Leffler-Parisian,22:37.2,22:38.4,2.0,5,False,True,1,1,4000.0,0.1,,1,1080.0,10000.0,1,116,116,116.0,550.0,255200000.0,25.0,63800.0,1,1,24592.0,24592.0,,2911600.0,,0.8446215140000001,10011 Spencer Rd,St. Peters,MO,63376.0,38.800545,-90.60229,501120.0,255200.0,245920.0,,5000.0,0.069,100.22399999999999
3206,3206,6658,6877,6848,327,NYSC (Baldwin Place),22.0,Gymnasium,Public assembly,Offices (Non-medical),2249.0,"Collier, Barrows and Runolfsdottir",19:56.3,20:06.6,2.0,5,False,True,15,304,5600.0,0.12,,15,376770.0,15750.0,15,976,1356,592.0,769.0,56287840.0,299.10714289999993,10051.4,36,46,12007.0272,12007.0272,,22235.6885,1.85,53.99890001,80 Route 6,Baldwin Place,NY,10505.0,41.34445,-73.75735999999999,155506.4,55447.84,100058.56,,1000.0,0.052000000000000005,155.5064
3207,3207,6660,6455,6420,327,St. John the Baptist,54.0,Schools (Jr./Sr. High),Education,Education,2249.0,"Collier, Barrows and Runolfsdottir",05:47.4,05:48.8,2.0,5,False,True,3,9,3120.0,0.18,,3,5112.0,16666.66667,3,120,120,423.0,91.8,34045440.0,48.07692308,10912.0,3,6,1024.3584,1024.3584,,10342.14545,,9.904699218,1170 Montauk Highway,West Islip,NY,11795.0,40.695007000000004,-73.29191999999999,12729.6,7038.72,5690.88,,64.0,0.06,198.9
3208,3208,6660,6520,6485,327,St. John the Baptist,54.0,Schools (Jr./Sr. High),Education,Education,2249.0,"Collier, Barrows and Runolfsdottir",05:48.9,05:50.3,2.0,5,False,True,3,9,3120.0,0.18,,3,5112.0,16666.66667,3,231,0,,,,,,3,6,0.0,0.0,,0.0,,,1170 Montauk Highway,West Islip,NY,11795.0,40.695007000000004,-73.29191999999999,103446.72,103446.72,0.0,,51883.0,0.085,1.993846154
3209,3209,6660,6521,6486,327,St. John the Baptist,54.0,Schools (Jr./Sr. High),Education,Food Service,2249.0,"Collier, Barrows and Runolfsdottir",05:50.4,05:51.8,2.0,5,False,True,3,9,3120.0,0.18,,3,5112.0,16666.66667,3,231,0,,,,,,3,6,0.0,0.0,,0.0,,,1170 Montauk Highway,West Islip,NY,11795.0,40.695007000000004,-73.29191999999999,103446.72,103446.72,0.0,,1500.0,0.1,68.96448000000001
3210,3210,6660,6656,6626,327,St. John the Baptist,54.0,Schools (Jr./Sr. High),Education,Education,2249.0,"Collier, Barrows and Runolfsdottir",05:43.3,05:47.3,2.0,5,False,True,3,9,3120.0,0.18,,3,5112.0,16666.66667,3,47,47,423.0,91.8,34045440.0,48.07692308,10912.0,3,6,6651.5904,6651.5904,,2538.0,0.38,262.08,1170 Montauk Highway,West Islip,NY,11795.0,40.695007000000004,-73.29191999999999,43992.0,7038.72,36953.28,,6000.0,0.085,7.332000000000001
3211,3211,6660,6659,6629,327,St. John the Baptist,54.0,Schools (Jr./Sr. High),Education,Education,2249.0,"Collier, Barrows and Runolfsdottir",05:39.9,05:43.2,2.0,5,False,True,3,9,3120.0,0.18,,3,5112.0,16666.66667,3,64,256,423.0,91.8,34045440.0,48.07692308,10912.0,3,6,4816.2816,5315.4816,,2419.2,0.46,219.7206349,1170 Montauk Highway,West Islip,NY,11795.0,40.695007000000004,-73.29191999999999,46725.12,19968.0,26757.12,,250000.0,0.085,0.18690048
3212,3212,6661,6456,6421,276,Homeland #563 Bartlesville Parking Lot Poles,,,,Education,2239.0,Maggio Inc,43:09.7,43:11.5,2.0,5,False,True,4,8,3996.0,0.09,,4,9880.0,10000.0,4,17,17,17.0,510.0,10709280.0,62.56256256,2680.0,4,4,1186.812,1186.812,890.0,9740.0,8.21,12.18492813,811 E. Frank Phillips Blvd,Bartlesville,OK,74003.0,36.750572,-95.968666,23896.08,10709.28,13186.8,,500.0,0.1,47.792159999999996
3213,3213,6665,6459,6424,102,Bowler City Hackensack,16.0,Entertainment,Public assembly,Education,2249.0,"Collier, Stroman and Auer",57:40.1,57:46.7,2.0,5,False,True,14,1394,6292.0,0.124,,14,2741998.0,18382.35294,14,85,85,84.0,1257.0,17856696.0,166.878576,2838.0,28,28,13326.73285,13326.73285,,4041.4709999999995,0.3,329.7495602,,,,,,,250578.9,143105.24800000002,107473.65199999999,,230.0,0.085,1089.473478
3214,3214,6665,7417,7413,102,Bowler City Hackensack,16.0,Entertainment,Public assembly,Other,2249.0,"Collier, Stroman and Auer",57:40.1,57:46.2,2.0,5,False,True,15,1394,6292.0,0.124,,15,2937855.0,18382.35294,15,261,261,307.0,2603.0,104321360.0,317.86395419999997,16580.0,41,41,12201.67291,12201.67291,,11984.315,0.98,101.8136866,,,,,,,250578.9,152178.312,98400.588,,5000.0,0.15,50.11578
3215,3215,6666,6462,6427,732,Ablyn Fashion,52.0,Retail,Retail - Mall & Non-Mall,Other,,"Lubowitz, Conn and Will",00:40.1,00:41.8,2.0,5,False,True,2,4,6006.0,0.08,,2,760.0,20000.0,2,14,14,14.0,98.0,2758392.0,30.52503053,842.0,2,2,154.6272,154.6272,,2220.8572,,6.9625007860000006,"2008 E, Carson St.",Pittsburgh,PA,15203.0,40.428394,-79.97716,4691.232,2758.3920000000003,1932.84,,27.0,0.122,173.74933330000002
